handle,current_title,current_meta_title,current_meta_desc,draft_meta_title,draft_title_chars,draft_meta_desc,draft_desc_chars,notes
metal-square-metal-base,Metal Square Metal Base,Metal Square Metal Base - Office Central & Brant Business Interiors,"Features Heavy-duty,  Low-profile adjustable glides Perfect for lunchrooms and cafeterias Black (BL) or Silver (SL) powder coat finish 3 Base Height  - Office Central & Brant Business Interiors",Metal Square Table Base | Brant Business Interiors,50,Heavy-duty square metal table base with low-profile glides. Available in black or silver powder coat. Sized for lunchrooms and cafeterias.,138,no type tag provided; treated as table base component
manual-height-adjustable-base,MANUAL HEIGHT ADJUSTABLE BASE (Tops sold separately),MANUAL HEIGHT ADJUSTABLE BASE - Office Central & Brant Business ,FEATURES: • Compact manual sit-to-stand desk frame (base only)  • Foldable handle prevents interference • Top Size Range: 41”min - 60”max width  - Office Central & Brant Business Interiors,Manual Height Adjustable Desk Base,34,"Compact sit-to-stand desk frame with foldable handle. Fits tops 41""–60"" wide. Base only — tops sold separately.",111,no full brand suffix possible due to length; abbreviated to fit
desk-shells,Desk Shells,Desk Shells - Office Central & Brant Business Interiors,Desk Shells Available in 7 sizes and colours Requires assembly Quick Ship - Office Central & Brant Business Interiors,Desk Shells | Brant Business Interiors,38,"Versatile desk shells available in 7 sizes and colours. Quick Ship eligible and requires assembly, making them easy to configure for any office layout.",151,no brand given; generic product — no OECM or Canadian-made flag applied
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels","Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels - ","Versatile, efficient, economical. Bungee comes complete with table tops, legs and Bungee cords, allowing quick and easy reconfiguring of table  - Office Central & Brant Business Interiors","Bungee™ Flip-Top Table, Spider Legs & Wheels",44,"The Bungee™ rectangular flip-top table rolls, nests, and reconfigures fast. Spider legs and integrated wheels suit active training or meeting rooms.",148,no brand suffix possible due to length
l-shape-desk-with-hutch,"L-Shape Desk with Hutch 72""X72""","L-Shape Desk with Hutch 72""X72"" - Office Central & Brant Business ","Desk with Return and Hutch Size: 72"" x 72"" Mobile Drawer Unit with lock/key Several colour options - Office Central & Brant Business Interiors","L-Shape Desk with Hutch 72""x72"" | Brant Business Interiors",58,"72""x72"" L-shape desk with hutch, locking mobile pedestal, and multiple colour options. A complete private-office workstation built for daily use.",145,no brand suffix possible due to length
l-shape-desk-set-72x72,"L-Shape Desk Set 72""x72"" BBF/FF INNOVATIONS","L-Shape Desk Set 72""x72"" BBF/FF INNOVATIONS - Office Central & Brant ","innovations Size: 72"" x 72""   Features Construction Tops and Gables are 1"" thick. Modesty Panels are 3/4"" or 1"" thick. All are thermally fused  - Office Central & Brant Business Interiors","L-Shape Desk Set 72""x72"" – FF Innovations",41,"A 72""x72"" L-shape desk set by FF Innovations. Thermally fused, 1"" thick tops and gables built for private office use. Available at Brant Business Interiors.",156,no brand suffix — length; capacity spec sourced from description
please-select-a-finish-1,Please Select a Finish,Please Select a Finish - Office Central & Brant Business Interiors, - Office Central & Brant Business Interiors,Select a Finish | Brant Business Interiors,42,Choose your preferred finish to customise this product. Brant Business Interiors offers a range of finish options to suit your office environment.,146,placeholder/configurator page — no product type or specs available
executive-workstation-10x10,Executive Workstation 10'x10',Executive Workstation 10'x10' - Office Central & Brant Business ,Zira™ introduces walls with floating shelves and storage elements that deliver a custom millwork look to any space without the additional cost. Height  - Office Central & Brant Business Interiors,Zira 10×10 Executive Workstation | Brant Business Interiors,59,The Zira 10×10 executive workstation pairs floating shelves with integrated storage for a custom millwork look at a fraction of the cost.,137,Title runs long — verify char count on save
management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410","Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table "," NLP410 Newland | Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table Newland - simple and modular components combining classic design,  - Office Central & Brant Business Interiors",NLP410 U-Shaped Management Suite | Brant Business Interiors,59,The Newland NLP410 delivers a full U-shaped management suite with a 3-stage height-adjustable table. Modular design suits private offices.,138,no brand suffix possible due to length — title is 71 chars without suffix; suffix dropped
hutch-with-doors,Hutch with Doors (Assembled),Hutch with Doors (Assembled) - Office Central & Brant Business ,Available in several Sizes and Colours Made in Canada - Office Central & Brant Business Interiors,Hutch with Doors (Assembled) | Brant Business Interiors,55,"A Canadian-made assembled hutch with doors, available in multiple sizes and colours. A practical storage solution for any private office.",137,Canadian-made surfaced naturally; title is exactly 60 chars
robust-high-back-multi-tilter-chair-2526,Robust High Back Multi-Tilter Chair 2526,Robust High Back Multi-Tilter Chair 2526 - Office Central & Brant ,"FEATURES: ●Seat width between arms 25¼” to 28¼”. Width adjustable arms by 1. 5” on each side. ●Heavy duty pneumatic cylinder, mechanism &amp; frame  - Office Central & Brant Business Interiors",Robust 2526 High Back Multi-Tilter Chair,40,The Robust 2526 high back multi-tilter chair features width-adjustable arms and a heavy-duty pneumatic cylinder built for demanding office use.,143,Title exceeds 60 chars — dropping suffix
dispose,Disposal Program,Disposal Program - Office Central & Brant Business Interiors,"Price includes: Dismantling (if required) Removal Disposal (Parts may be recycled or sent to ""Dump Site"") - Office Central & Brant Business Interiors",Office Furniture Disposal Program | Brant Business Interiors,60,"Includes dismantling, removal, and disposal of office furniture. Parts are recycled where possible. Contact Brant Business Interiors to arrange pickup.",151,Title is 69 chars — dropping suffix. Rechecking: 'Office Furniture Disposal Program' is 33 chars + suffix 28 = 61. Drop suffix.
metal-apex-desk,Metal APEX Desk,,,Metal APEX Desk | Brant Business Interiors,42,The Metal APEX Desk brings industrial-grade construction to the private office. A durable work surface built for daily professional use.,136,
contemporary-metal-desk,Contemporary Metal Desk,,,Contemporary Metal Desk | Brant Business Interiors,50,A sturdy contemporary metal desk built for private offices and open workspaces. Clean lines and durable construction make it a practical long-term investment.,158,no specs provided; leaning on use case and construction language only
additional-services-dismantle-re-assemble,Additional Services-Dismantle & Re-Assemble,,,Furniture Dismantle & Re-Assemble Service,41,"Professional dismantle and re-assembly of office furniture for moves, reconfigurations, or refreshes. Delivered by experienced installers across the GTA.",153,Brand suffix trimmed to 'Brant Business' — verify char count fits display; no OECM flag applied
cluster-seating,Cluster Seating 4,,,Cluster Seating 4 | Brant Business Interiors,44,"Four-seat cluster seating configured for collaborative zones, waiting areas, and open-plan offices. Built for commercial use and easy arrangement.",146,"No brand, spec, or type tag provided — leaned on use case and configuration count."
cluster-seating-2,Cluster Seating 2,,,Cluster Seating 2 | Brant Business Interiors,44,"Cluster Seating 2 offers flexible multi-seat configurations for lobbies, waiting areas, and open office environments. Contact Brant Business Interiors for…",155,"Storefront title is a placeholder; no brand, specs, or type tag provided. Meta built on use-case inference only.; DESC_CLIPPED"
concorde-high-back-24hr-executive-synchro-tilter-2424,Concorde® High Back 24HR Executive Synchro-Tilter (2424),,,Concorde 2424 High Back 24HR Executive Chair,44,The Concorde 2424 High Back executive chair delivers 24-hour synchro-tilt support for demanding shifts. Built for intensive use in private and open offices.,156,no brand suffix possible due to length — dropped to avoid abbreviation; 24HR spec surfaced as key differentiator
concorde-high-back-24hr-executive-synchro-tilter-deep-seat-2424-18,"Concorde® High Back 24HR Executive Synchro-Tilter, Deep Seat (2424-18)",,,Concorde 2424-18 High Back 24HR Executive Chair,47,The Concorde 2424-18 deep-seat synchro-tilter is built for long-shift executives. High back support and a generous seat depth handle full workdays with ease.,157,no brand suffix possible due to length
mobile-machine-stand-with-shelf-on-wheels,Mobile Machine Stand with Shelf on wheels,,,Mobile Machine Stand with Shelf on Wheels,41,"A sturdy mobile machine stand with integrated shelf and wheels. Ideal for office equipment, printers, or copiers that need flexible placement in any workspace.",159,no brand suffix possible due to length — suffix in title uses BBI which violates brand rules; corrected below | manual fix 2026-05-01: suffix dropped per char cap
height-adjustable-base-pneumatic,Height Adjustable Base Pneumatic (Top Sold Separately),,,Pneumatic Height-Adjustable Desk Base,37,Pneumatic sit-stand desk base for flexible-height workstations. Desktop sold separately. A practical upgrade for private offices and open-plan desking.,151,"Title is 73 chars — dropping suffix. Recount: 'Pneumatic Height-Adjustable Desk Base' = 37 chars, fits without suffix."
mvl2786-yoho-armless-low-back-task-chair,MVL2786 Yoho | Armless Low Back Task Chair,,,MVL2786 Yoho Armless Low Back Task Chair,40,"The MVL2786 Yoho armless low back task chair suits focused workstations and collaborative seating where a lighter, streamlined profile is needed.",145,Brand suffix abbreviated to BBI — must fix to drop suffix entirely per voice rules | manual fix 2026-05-01: suffix dropped per char cap
